,timestamp,low,high,open,close,volume,date,rsi,stoch_rsi_k,stoch_rsi_d,macd,macd_signal,adx,+di,-di
15,1740970800,2.7782,2.8221,2.8105,2.7933,8361517.878623,2025-03-03 03:00:00,66.46147988753981,,,,,0.0,42.150369184338764,10.711913346311459
16,1740974400,2.7863,2.8108,2.7929,2.8099,5386545.231361,2025-03-03 04:00:00,67.503139356143,,,,,0.0,41.56090452153013,10.562109334842326
17,1740978000,2.7987,2.8232,2.8094,2.8131,4829734.304682,2025-03-03 05:00:00,67.71132875790077,,,,,0.0,41.69520019440871,10.405398226746811
18,1740981600,2.6509,2.8144,2.8131,2.675,16334016.072948,2025-03-03 06:00:00,52.17611229409927,,,,,0.0,37.67758333565329,18.113187856323297
19,1740985200,2.63,2.6956,2.6748,2.6887,14112261.826595,2025-03-03 07:00:00,53.32029568943258,,,,,0.0,36.17159742504408,18.662642897165636
20,1740988800,2.5733,2.6962,2.6887,2.5927,13166816.636816,2025-03-03 08:00:00,45.16582048864438,,,,,0.0,33.472268875475045,20.712790245400733
21,1740992400,2.5241,2.6039,2.5923,2.573,16417704.277825,2025-03-03 09:00:00,43.68923832861024,,,,,0.0,31.81223143033146,22.74325212301287
22,1740996000,2.5688,2.6683,2.5725,2.6639,13350645.990524,2025-03-03 10:00:00,51.55871275850804,,,,,0.0,33.867102103530534,21.323243835808718
23,1740999600,2.6249,2.6694,2.6636,2.633,7930853.454762,2025-03-03 11:00:00,49.04933123069866,,,,,0.0,32.950553378653694,20.70073476010551
24,1741003200,2.6289,2.6868,2.633,2.6651,11620267.495051,2025-03-03 12:00:00,51.68032529886853,,,,,0.0,32.83663519583691,19.88721227710329
25,1741006800,2.6549,2.7159,2.6656,2.6938,11454154.38261,2025-03-03 13:00:00,53.968989299957414,,,0.033883865614239284,,0.0,33.47128691403016,19.03832787127459
26,1741010400,2.5505,2.7062,2.6934,2.5593,26492000.306573,2025-03-03 14:00:00,43.556857695331004,,,0.021167900249332572,,0.0,29.956426284843385,24.08030452218292
27,1741014000,2.5555,2.6427,2.5606,2.5971,21708723.308132,2025-03-03 15:00:00,46.67082757144582,,,0.013979404305324739,,33.213077706344144,28.172126264377344,22.64600500183264
28,1741017600,2.576,2.624,2.5967,2.607,11718228.569589,2025-03-03 16:00:00,47.4879558227953,9.573658178825083,,0.008977825952551477,,31.6174514602221,27.2113176540161,21.87366441270368
29,1741021200,2.5827,2.6356,2.607,2.5962,9113467.474614,2025-03-03 17:00:00,46.64823705196782,13.839782586502238,,0.00409536056559201,,30.24887225525739,27.005786988443315,21.02271229191008
30,1741024800,2.4416,2.5994,2.596,2.4722,45356793.999102,2025-03-03 18:00:00,38.27887801650421,9.69106639499588,11.034835720107735,-0.009668341496163801,,28.714617910618813,24.005699279386793,28.62066944751602
31,1741028400,2.3381,2.4978,2.4722,2.3459,50382885.75075,2025-03-03 19:00:00,31.984378208783525,4.266124407677157,9.265657796391759,-0.030416901897868165,,28.13551428476195,21.413079425528363,32.52901750307847
32,1741032000,2.342,2.4176,2.3463,2.4087,35628704.482183,2025-03-03 20:00:00,37.4886734015778,8.345678969055575,7.434289923909539,-0.04131657854424198,,27.59777520360915,20.29562828283296,30.831476151962097
33,1741035600,2.2961,2.4213,2.4088,2.3195,21010756.387519,2025-03-03 21:00:00,33.35916706784998,10.43015047106058,7.680651282597771,-0.056501036560127726,-0.01456485994951142,27.453234325436124,18.56752152376484,31.32787026118045
34,1741039200,2.317,2.4186,2.319,2.4046,17400210.37783,2025-03-03 22:00:00,40.13440787477207,22.787324059726764,13.854384499947638,-0.060965201255649415,-0.02384492821073902,27.319017795704024,17.281567992060914,29.15815766105962
35,1741042800,2.3794,2.4198,2.4051,2.3858,13728900.670087,2025-03-03 23:00:00,39.186568968287006,25.36169386120251,19.526389463996622,-0.0652677211594832,-0.03212948680048786,27.177405596982457,16.869348205579122,28.318290289611024
36,1741046400,2.3573,2.4203,2.3861,2.361,15686869.783848,2025-03-04 00:00:00,37.9145258987136,32.268584036898254,26.805867319275844,-0.06987319719628182,-0.03967822887964666,27.238926441855877,16.090993839668023,28.630247338379277
37,1741050000,2.2435,2.3704,2.3606,2.2809,37126144.716746,2025-03-04 01:00:00,34.067935755018524,23.070525609278338,26.90026783579304,-0.07907494398071124,-0.047557571899859576,28.155239296965785,14.62699745299111,34.18441607660256
38,1741053600,2.2113,2.3095,2.2817,2.2885,27018384.117052,2025-03-04 02:00:00,34.74441385158188,16.335276274667628,23.891461973614746,-0.0847768829829767,-0.055001434116483006,29.21358048353464,13.596120808924589,34.086156675099375
39,1741057200,2.2724,2.3282,2.2886,2.2965,10532937.296187,2025-03-04 03:00:00,35.49467714220157,14.891202543041802,18.09900147566259,-0.08763991914733893,-0.06152913112265419,29.895881737969663,14.41956218608596,32.676869957603394
40,1741060800,2.2861,2.3163,2.297,2.2908,7226117.9588,2025-03-04 04:00:00,35.18428247348493,18.612013947696525,16.612830921801987,-0.08933899398668421,-0.0670911036954602,30.529447188516475,14.080257889192668,31.90795601676704
41,1741064400,2.2869,2.3758,2.2914,2.3581,16982972.450203,2025-03-04 05:00:00,41.67013253658099,35.25198706630272,22.918401185680352,-0.08428340881538299,-0.07052956471944476,30.147071178145648,17.74891595208193,29.692972671052626
42,1741068000,2.3119,2.3692,2.358,2.3216,10521941.910842,2025-03-04 06:00:00,39.36919119230502,44.49157871423481,32.78519324274469,-0.08227366648669499,-0.0728783850728948,29.79200773994417,16.93300446474003,28.327997054454528
43,1741071600,2.3044,2.3376,2.3216,2.319,5886531.582612,2025-03-04 07:00:00,39.20313060015599,62.45484675877061,47.39947084643605,-0.07996889780767535,-0.07429648761985091,29.537741635386293,16.46084205597788,28.168007971877323
44,1741075200,2.3003,2.372,2.3192,2.3602,8076634.950757,2025-03-04 08:00:00,43.285503934168,74.96340753757713,60.63661100352752,-0.07396523120379772,-0.07423023633664028,28.713986086668466,18.38029119254898,26.45251067338503
45,1741078800,2.336,2.3831,2.3602,2.3546,5270260.736704,2025-03-04 09:00:00,42.864194040032025,90.09507319072446,75.83777582902407,-0.06886531883661373,-0.07315725283663498,27.76240070205211,18.59452233770015,25.35989412374924
46,1741082400,2.3413,2.4064,2.3544,2.3914,7288257.251803,2025-03-04 10:00:00,46.54618217424692,98.58521191382104,87.88123088070753,-0.0611492585052118,-0.07075565397035034,26.48582463940574,19.590558099033668,23.891033533552868
47,1741086000,2.3564,2.4126,2.3916,2.3584,7458611.453785,2025-03-04 11:00:00,43.819158759195396,91.30047193932882,93.32691901462478,-0.05703953307741605,-0.06801242979176349,25.19463852365839,19.15324332130425,22.67027453965934
48,1741089600,2.3334,2.3651,2.3583,2.3493,5675751.749162,2025-03-04 12:00:00,43.06979999189881,83.42874634521168,91.1048100661205,-0.053895565484956,-0.06518905693040199,24.329949953989956,18.576649464550353,24.172022520029703
49,1741093200,2.2901,2.3497,2.3494,2.2978,11701440.164729,2025-03-04 13:00:00,39.00451362205867,63.28257008824741,79.3372627909293,-0.054926410642031964,-0.06313652767272798,24.109741313884246,17.509389149376883,26.95722315839651
50,1741096800,2.2871,2.5249,2.298,2.3638,36286479.871291,2025-03-04 14:00:00,46.034520057679686,69.20049910929565,71.97060518091826,-0.04984315359253788,-0.06047785285668997,23.383989324025112,28.629479265076128,21.62006331060319
51,1741100400,2.3077,2.4123,2.3643,2.4009,28245689.255055,2025-03-04 15:00:00,49.55415849853114,78.48701278959174,70.32336066237826,-0.042332987487179174,-0.05684887978278781,22.710076762013063,26.17465431534059,19.766258344807927
52,1741104000,2.311,2.4088,2.4019,2.3915,24350309.291477,2025-03-04 16:00:00,48.687715428460876,96.62332928028738,81.43694705972493,-0.036716384555776305,-0.052822380737385516,22.084300811573296,24.094406094602324,18.195321695289675
53,1741107600,2.3742,2.494,2.3906,2.4461,27023134.513631,2025-03-04 17:00:00,53.746582061641654,97.99014023373135,91.0334941012035,-0.02754193628124968,-0.047766291846158354,22.424496665984837,28.55669052861195,16.468703685174162
54,1741111200,2.4269,2.4949,2.4462,2.4934,13879246.180288,2025-03-04 18:00:00,57.64254583630436,97.99014023373135,97.53453658258337,-0.016266890638457987,-0.04146641160461828,22.74928714871984,27.06361007546961,15.56579346276466
55,1741114800,2.4713,2.5204,2.4931,2.4942,19773454.129341,2025-03-04 19:00:00,57.707431487916146,100.0,98.66009348915425,-0.0071839700848355115,-0.034609923300661725,23.308430559869063,28.080580039349428,14.929316987266441
56,1741118400,2.4335,2.5069,2.494,2.4376,12475341.068321,2025-03-04 20:00:00,51.67601941313877,89.25049713626444,95.74687912333192,-0.004500952897982025,-0.028588129220125786,23.14619419942019,26.346259718184072,17.18792118222183
57,1741122000,2.426,2.538,2.438,2.4731,14814248.953201,2025-03-04 21:00:00,54.86256912474578,84.18023237227679,91.14357650284708,0.0004843278369937032,-0.02277363780870189,23.338467965112425,26.477245857739405,15.604224276497428
58,1741125600,2.4473,2.4891,2.4732,2.4495,5457115.778957,2025-03-04 22:00:00,52.38931332438934,74.70199979261584,82.71090976705237,0.002502034078505133,-0.017718503431260486,23.517007890398073,25.53172352709639,15.046985710784694
59,1741129200,2.4483,2.4706,2.4492,2.4537,5691198.570873,2025-03-04 23:00:00,52.79714702914467,76.70013296101045,78.52745504196771,0.004389387583068061,-0.013296925228394776,23.6827949638776,25.018422458546326,14.74447445119008
60,1741132800,2.4342,2.4737,2.4539,2.4443,7522216.642154,2025-03-05 00:00:00,51.7291326196496,71.11555603818293,74.17256293060306,0.005068204287975497,-0.009623899325120722,23.537584935747173,24.094394794764682,15.518303272029993
61,1741136400,2.4324,2.4965,2.4445,2.4955,7789890.2988,2025-03-05 01:00:00,56.849269798690095,79.06432728747639,75.62667209555659,0.00962661390819708,-0.005773796678457162,23.709335950926178,24.790155518535254,14.577388275305156
62,1741140000,2.4785,2.54,2.4959,2.5079,12313088.9025,2025-03-05 02:00:00,58.01090409374466,87.81569698281734,79.33186010282554,0.014077486244174597,-0.0018035400939308104,24.404003752043188,27.49862604835627,13.717982682769659
63,1741143600,2.4352,2.523,2.5065,2.4363,8637413.12152,2025-03-05 03:00:00,49.69236662315573,75.31792586780801,80.73265004603391,0.011692528829408744,0.0008956736907371006,24.11651370264519,25.213280416178275,16.676501775596662
64,1741147200,2.4301,2.459,2.4366,2.4516,8696615.576007,2025-03-05 04:00:00,51.299435284898976,52.85177421711897,71.99513235591478,0.010911237079043179,0.002898786368398316,23.744154033270643,24.491759552768823,16.704275914766725
65,1741150800,2.4301,2.4567,2.4516,2.4315,3090499.179894,2025-03-05 05:00:00,49.08121261692632,20.925317159677125,49.69833908153471,0.008571350527286192,0.004033299200175891,23.39839148313714,23.81620477067519,16.243522841827282
66,1741154400,2.4063,2.4484,2.4318,2.4423,4144746.645426,2025-03-05 06:00:00,50.32415277238098,15.384324509328765,29.72047196204162,0.0075019653311541035,0.004727032426371534,22.548903990383206,22.746790780786583,18.05259077032566
67,1741158000,2.4312,2.4544,2.4425,2.447,2459419.777287,2025-03-05 07:00:00,50.88602304406177,12.783717945065723,16.36445320469054,0.006953564219299491,0.005172338784957126,21.865093565388857,22.827651791525742,17.584012797641396
68,1741161600,2.4441,2.4956,2.4468,2.4836,4549975.967484,2025-03-05 08:00:00,55.14109895569197,33.99757966629034,20.72187404022828,0.009364320451102248,0.006010735118186151,21.910153449191892,26.16796402972058,16.5566613771547
69,1741165200,2.4769,2.5144,2.4831,2.4907,4342930.419393,2025-03-05 09:00:00,55.938584107669406,54.95549424397987,33.91226395177865,0.011712755442388367,0.007151139183026595,22.23442611132021,27.217842247613483,15.83134486228327
70,1741168800,2.4869,2.5393,2.4911,2.5129,5493904.358067,2025-03-05 10:00:00,58.42722536104065,81.55171378929947,56.834929233189904,0.015190158863568115,0.0087589431191349,22.8918985031268,28.473398323750438,14.852235234035058
71,1741172400,2.4669,2.5159,2.5129,2.479,4566282.262394,2025-03-05 11:00:00,53.46156593581745,74.55387095550549,70.35369299626161,0.01503723950564817,0.010014602396437554,22.98207036066099,26.803990503301968,16.374521283929887
72,1741176000,2.4674,2.5082,2.4796,2.4862,4235201.903291,2025-03-05 12:00:00,54.348986668386225,67.74418365887976,74.61658946789491,0.015320425313481323,0.011075766979846309,23.06580137122845,25.465181329911996,15.556644583738773
73,1741179600,2.4476,2.4984,2.4866,2.4683,10875054.24841,2025-03-05 13:00:00,51.70907270909281,43.78333234582967,62.02712898673831,0.013939782566758208,0.011648570097228689,22.612990746946387,23.866726690625917,17.026706036259274
74,1741183200,2.449,2.4969,2.4681,2.4536,10396237.289371,2025-03-05 14:00:00,49.57923209472689,29.93666515421377,47.1547270529744,0.011526574915430743,0.0116241710608691,22.192523738684475,22.436623027488842,16.006459104652336
75,1741186800,2.42,2.4896,2.4536,2.4481,13530303.895038,2025-03-05 15:00:00,48.76983493047525,11.148709991989481,28.289569164010974,0.009065781742278123,0.011112493197150906,21.032940497900565,20.513233721342328,18.206191602622734
76,1741190400,2.4255,2.4805,2.4478,2.4665,7444401.532138,2025-03-05 16:00:00,51.615649602322,11.598807864647855,17.56139433695037,0.008502302398727846,0.010590455037466294,19.956184631458367,19.11846901068464,16.968290552609794
77,1741194000,2.4634,2.5057,2.4662,2.4888,9112952.801233,2025-03-05 17:00:00,54.886488928377396,30.93474969312244,17.89408918325326,0.009742855022456531,0.010420935034464342,19.527720525253155,21.27531132753681,16.063655197017972
78,1741197600,2.4678,2.5058,2.4893,2.5026,5758614.678858,2025-03-05 18:00:00,56.83132037510337,58.75967645979059,33.764411339186964,0.0117046229752642,0.010677672622624314,19.13209428068108,20.244705712465244,15.275763879854024
79,1741201200,2.4917,2.516,2.5021,2.4965,7905820.06632,2025-03-05 19:00:00,55.688504339529544,72.81749317018287,54.170639774365306,0.0126216249556661,0.011066463089232672,19.000542655385793,20.95473120728521,14.776643729219959
80,1741204800,2.4879,2.5132,2.4964,2.5034,4694781.698596,2025-03-05 20:00:00,56.74799888214005,79.24265866786232,70.27327609927859,0.013746664969306988,0.011602503465247535,18.751326739011393,20.214176492716124,14.78523572719126
81,1741208400,2.4878,2.5125,2.503,2.4999,3634621.623108,2025-03-05 21:00:00,56.01635325035885,76.42972788494201,76.16329324099573,0.014192247145586201,0.012120452201315269,18.516367180999037,19.48999423122669,14.270052026764906
82,1741212000,2.4935,2.5124,2.4999,2.5094,3007807.868498,2025-03-05 22:00:00,57.613759484406344,83.07491552204743,79.58243402495059,0.015137449737877784,0.012723851708627772,18.29819044855899,18.931115516765416,13.860855993282453
83,1741215600,2.496,2.516,2.5094,2.4998,4564848.970908,2025-03-05 23:00:00,55.42323397484618,78.50237280871076,79.33567207190006,0.014939674563885674,0.013167016279679353,18.20200399660138,18.90165113931228,13.422240713592462
84,1741219200,2.4707,2.5104,2.5,2.4746,5887188.043563,2025-03-06 00:00:00,50.04436154924651,58.29415148027978,73.29047993701266,0.01260421339265072,0.013054455702273628,17.129688882360895,17.704051738910362,16.60958654111607
85,1741222800,2.4737,2.5478,2.4747,2.515,9111177.162203,2025-03-06 01:00:00,57.213566204870034,59.59354578077406,65.46335668992155,0.013853590385071612,0.013214282638833225,17.224988065939062,21.405880056054823,14.733203884779284
86,1741226400,2.5005,2.5291,2.5148,2.5235,6401508.232081,2025-03-06 02:00:00,58.561031669129065,69.96208652958379,62.61659459687922,0.015352634007224086,0.013641952912511399,17.313480164975932,20.445817405240955,14.07241354401488
87,1741230000,2.5086,2.5314,2.5236,2.5134,3955094.359921,2025-03-06 03:00:00,56.292478035288255,90.76853878049387,73.44139036361724,0.015546441585751136,0.014022850647159347,17.46045911078228,20.061764277174767,13.550642618001943
88,1741233600,2.5058,2.5358,2.5137,2.5308,4370045.041681,2025-03-06 04:00:00,59.22314593327601,92.27689357289361,84.3358396276571,0.016909151892737118,0.014600110896274901,17.726011704737946,19.792459871256614,12.874241925465386
89,1741237200,2.5173,2.5552,2.531,2.5251,5834842.705741,2025-03-06 05:00:00,57.8546023695925,87.3069414658561,90.11745793974785,0.01732940467578592,0.015145969652177106,18.51410340294714,21.788963336074485,12.055526500413242
90,1741240800,2.5015,2.5271,2.5251,2.5025,2733776.708239,2025-03-06 06:00:00,52.658759117055254,71.1910639143492,83.5916329843663,0.01565832745822293,0.015248441213386272,18.53041246681675,20.825591191952274,14.251324683597375
91,1741244400,2.5008,2.5181,2.5025,2.5128,2267611.598782,2025-03-06 07:00:00,54.657414322574546,54.61032213825393,71.03610917281974,0.014992288869439818,0.015197210744596982,18.514191419146023,20.17637190669916,13.933190330442002
92,1741248000,2.5107,2.5922,2.5128,2.5669,9066644.080811,2025-03-06 08:00:00,63.39811775428357,59.580274245291434,61.79388676596486,0.01861528098512899,0.015880824792703384,20.22966790123909,29.837134492997347,12.030477951154667
93,1741251600,2.5362,2.5919,2.5653,2.5741,4691803.364124,2025-03-06 09:00:00,64.38219054459572,83.41925822390473,65.86995153581671,0.021816026591607862,0.01706786515248428,21.822610348896937,27.11212281944405,10.931739972042898
94,1741255200,2.5683,2.6459,2.5742,2.6314,9051761.154543,2025-03-06 10:00:00,71.05244623912935,100.0,80.99984415639872,0.028646057746636977,0.01938350367131482,24.124438663639523,32.230952656886146,9.614328551852982
95,1741258800,2.6064,2.6413,2.6309,2.6112,5194557.43356,2025-03-06 11:00:00,66.33609024909617,92.51660164859531,91.97861995750002,0.03205937494506017,0.02191867792606389,26.261850670186213,30.45342385196642,9.084100788410513
96,1741262400,2.566,2.6172,2.6112,2.5792,7497205.215809,2025-03-06 12:00:00,59.58815684376003,74.32631988389556,88.9476405108303,0.03181557075641628,0.02389805649213437,26.616634495716056,28.012653229016056,14.680182577286288
97,1741266000,2.5723,2.6273,2.579,2.591,7994453.343757,2025-03-06 13:00:00,61.15724607747634,58.62569746840808,75.15620633363298,0.03220329601310379,0.025559104396328254,27.134470363887772,27.193919156226087,13.43454627687457
98,1741269600,2.547,2.6168,2.591,2.5825,13479689.197055,2025-03-06 14:00:00,59.36902782723941,44.936218527094255,59.29607862646596,0.031462017555943245,0.026739687028251254,26.718800607925484,24.368015345696442,15.805081976889563
99,1741273200,2.5772,2.64,2.5822,2.622,11059783.105997,2025-03-06 15:00:00,64.55562769955338,51.3528620566425,51.638259350714954,0.033673699476333585,0.028126489517867722,26.80911365811649,25.518303868554565,14.35928505908565
100,1741276800,2.5697,2.6398,2.6223,2.575,12601127.690481,2025-03-06 16:00:00,55.48052517063589,38.833800611490396,45.040960398409055,0.03127346508944484,0.02875588463218315,26.630997573793444,22.990192471152028,13.996658890165994
101,1741280400,2.5267,2.5824,2.575,2.5498,12830444.878941,2025-03-06 17:00:00,51.31518302628284,26.673344570875564,38.95333574633615,0.027026290397843322,0.028409965785315183,25.130626032257034,21.19351831063712,18.935918086103264
102,1741284000,2.5485,2.5844,2.5496,2.5672,6290650.52393,2025-03-06 18:00:00,53.889395125646146,9.461114926917775,24.98942003642792,0.024778774153450644,0.02768372745894228,23.78780760394226,20.389696551087614,17.96161083643795
103,1741287600,2.55,2.611,2.5671,2.5845,7856947.269751,2025-03-06 19:00:00,56.36007414814061,12.867544230181469,16.334001242658278,0.024115577390425802,0.026970097445238986,23.18789793448639,22.387512471007664,16.41601032026833
104,1741291200,2.5791,2.6111,2.5848,2.5978,5821208.890251,2025-03-06 20:00:00,58.21377180665276,24.518245589627956,15.615634915575741,0.02438212605312229,0.026452503166815647,22.633204135128434,21.364119769278513,15.65496770815942
105,1741294800,2.5929,2.6214,2.5975,2.605,6056794.176531,2025-03-06 21:00:00,59.22355876237293,33.52686307828921,23.637550966032883,0.024887460463461242,0.026139494626144767,22.36947102736127,21.99317763172727,14.98850002426375
106,1741298400,2.5751,2.626,2.6052,2.5939,6763810.898226,2025-03-06 22:00:00,56.93910492694604,34.50476086239629,30.84995651010449,0.02411428986798958,0.02573445367451373,21.51403467860032,20.328642719330205,16.500822973874456
107,1741302000,2.5795,2.6145,2.5941,2.5998,4678764.218835,2025-03-06 23:00:00,57.86935499352518,33.92309154412356,33.984905161603024,0.023704377978454705,0.025328438535301926,20.719700926179446,19.249781278600285,15.625107762947174
108,1741305600,2.3702,2.62,2.5998,2.4086,51536189.74555,2025-03-07 00:00:00,32.99390531666356,20.56700860123828,29.664953669252714,0.007860664925646077,0.02183488381337076,22.40015417809253,13.672575291190714,35.373544028960154
109,1741309200,2.3904,2.505,2.4084,2.4874,25108436.918866,2025-03-07 01:00:00,43.7294995642229,22.40723270221594,25.632444282525928,0.00164395908739845,0.017796698868176298,23.96057505486897,11.960519903403716,30.94413220638114
110,1741312800,2.4538,2.526,2.4864,2.485,10722968.030122,2025-03-07 02:00:00,43.500897730651786,22.43496769477486,21.803069666076365,-0.0034368669578088706,0.013549985702979266,24.848438829314905,13.30152772543381,28.52103913918478
111,1741316400,2.468,2.5015,2.4847,2.4701,5252036.967532,2025-03-07 03:00:00,42.031825450632866,31.98020102554404,25.607467140844953,-0.00856700853786796,0.009126586854809821,25.672883762728986,12.80066733112592,27.447097919484996
112,1741320000,2.4663,2.4975,2.4699,2.4839,4263593.482662,2025-03-07 04:00:00,43.92079221057383,32.182231240108244,28.865799986809055,-0.011387865803864639,0.005023696323074929,26.46155191301126,12.334821196963388,26.646525574143148
113,1741323600,2.4817,2.5189,2.4845,2.5057,4251391.436328,2025-03-07 05:00:00,46.86634283422417,38.714922593075244,34.29245161957585,-0.011729131572906226,0.0016731307438786981,26.56391471278919,14.352309196966617,25.45695720826397
114,1741327200,2.4825,2.5067,2.506,2.4873,3789362.656622,2025-03-07 06:00:00,44.73075770117277,44.08518990461328,38.32744791259893,-0.01333064598941558,-0.0013276246027801573,26.658965884011558,13.917044987866186,24.68492100187424
115,1741330800,2.482,2.5098,2.4865,2.5065,3466176.961912,2025-03-07 07:00:00,47.42303285578956,50.881873733823305,44.56066207717062,-0.012901853626402282,-0.0036424704075045827,26.649279715234247,13.817022820757574,23.79227104653849
116,1741334400,2.493,2.5154,2.5065,2.5151,2364276.422495,2025-03-07 08:00:00,48.6300867753506,53.12328591358778,49.3634498506748,-0.01173283563684624,-0.005260543453372914,26.455631156511057,14.15725591827172,23.068410312020966
117,1741338000,2.5125,2.5697,2.5147,2.5399,6582104.334457,2025-03-07 09:00:00,52.04884306741577,62.42330123325909,55.47615362689007,-0.00870488324460883,-0.005949411411620097,24.719130187935523,20.39347499134473,21.287369721404847
118,1741341600,2.5318,2.5518,2.54,2.5419,2996646.615348,2025-03-07 10:00:00,52.324404500992785,68.6520932063697,61.39956011773887,-0.00607381076357294,-0.005974291282010666,23.10666500282967,19.81734527529059,20.685986863488896
119,1741345200,2.5197,2.5558,2.5418,2.5307,4440340.719488,2025-03-07 11:00:00,50.57173546804705,72.33567811002294,67.80369084988392,-0.004836659266879817,-0.005746764878984497,21.91320836694232,18.785727200981988,21.353974538570274
120,1741348800,2.497,2.5418,2.5309,2.5107,5867971.50405,2025-03-07 12:00:00,47.5112605243748,67.57355280200962,69.52044137280076,-0.005407704000047975,-0.0056789527031971924,21.34475864928758,17.56379444319812,23.260835798267372
121,1741352400,2.506,2.5563,2.5107,2.5131,10555148.070497,2025-03-07 13:00:00,47.91857491972454,68.74380783023459,69.55101291408906,-0.005602024471902389,-0.005663567056938232,20.388656118710294,18.385047913574486,21.56478417590508
122,1741356000,2.4902,2.5573,2.5137,2.5332,10884762.611878,2025-03-07 14:00:00,51.32529494703534,75.28699018548969,70.53478360591131,-0.004087010317692652,-0.005348255709089116,19.8831479660999,16.641821386376872,21.752727938639378
123,1741359600,2.4831,2.5558,2.5333,2.5031,13358026.793455,2025-03-07 15:00:00,46.42766928059952,70.06988831285099,71.36689544285844,-0.005254597401230132,-0.0053295240475173195,19.583228355686664,14.984083652739391,20.558713072325133
124,1741363200,2.3835,2.5103,2.5031,2.4321,29382539.471799,2025-03-07 16:00:00,37.369373663279276,44.33392660669899,63.230268368346565,-0.011773309818232214,-0.006618281201660299,21.066539094684924,12.622378433793127,29.698792679695334
125,1741366800,2.3986,2.4769,2.4324,2.4463,17275790.850947,2025-03-07 17:00:00,39.895143939547836,19.865989144763375,44.75660135477113,-0.015613630830775715,-0.008417351127483383,22.44389906661188,11.42488153394325,26.881240318247706
126,1741370400,2.4366,2.5182,2.4464,2.5078,14150719.979791,2025-03-07 18:00:00,49.410756171387106,32.46879025181955,32.22290200109398,-0.013538513324013124,-0.009441583566789332,22.486483163088064,15.195880334575584,24.294492387123018
127,1741374000,2.4578,2.5232,2.5071,2.4819,11062503.641096,2025-03-07 19:00:00,46.10063840166249,51.92994423434153,34.75490787697482,-0.01382452082356922,-0.010318171018145311,22.38694419326658,14.61684063729618,22.431403689757524
128,1741377600,2.4402,2.5335,2.4819,2.4676,16995574.032994,2025-03-07 20:00:00,44.33465649364048,61.825193091328416,48.74130919249651,-0.015031797117254886,-0.011260896237967227,22.613495412814512,13.076217498437801,22.055384702665904
129,1741381200,2.375,2.4709,2.4666,2.3957,31043874.86703,2025-03-07 21:00:00,36.71841403073876,34.986103202945735,49.580413509538566,-0.021541978861684186,-0.01331711276271062,23.803280703732845,11.709995484918826,26.854436817416023
130,1741384800,2.3421,2.403,2.3965,2.3954,16408441.86489,2025-03-07 22:00:00,36.69009207349677,15.524949220423759,37.44541517156597,-0.02642098759180156,-0.015937887728528808,25.302770824620314,10.929076505534436,28.66625968986103
131,1741388400,2.3533,2.396,2.3954,2.3843,7845372.58267,2025-03-07 23:00:00,35.596065788558974,0.0,16.837017474456506,-0.030827948988995768,-0.0189158999806222,26.695154508301535,10.405124166753389,27.291966646802756
132,1741392000,2.3673,2.4098,2.3844,2.4051,7759782.165203,2025-03-08 00:00:00,39.25150461321734,7.746594546642662,7.757181255688815,-0.03227012160515619,-0.021586744305529,27.54969726971239,11.483585254346062,25.95805751436729
